child_entity_id,parent_entity_id,relationship_type,ownership_percentage,effective_from,effective_to,source_system
ENT001296,ENT004991,Unknown,49.34,2016-02-02,2026-06-11,ProviderA
ENT004239,ENT004234,Affiliate,102.7,2015-09-05,2025-08-04,ProviderB
ENT001322,ENT003759,Unknown,60.35,2021-04-18,2028-12-30,Internal Master
ENT002242,ENT004706,Subsidiary,54.38,2010-10-01,2025-12-21,ProviderA
ENT001706,ENT001238,Parent,111.38,2021-05-26,2028-05-11,ProviderA
ENT000994,ENT002797,Unknown,25.34,2010-12-27,2024-11-15,ProviderB
ENT001083,ENT002270,Affiliate,36.92,2014-07-26,2024-08-16,ProviderA
ENT001200,ENT003008,Subsidiary,95.17,2023-02-07,2027-05-22,ProviderA
ENT000172,ENT002021,Unknown,79.39,2023-03-09,2025-01-14,ProviderB
ENT004200,ENT001037,Subsidiary,46.28,2015-03-04,2028-01-09,ProviderA
ENT001905,ENT001027,Parent,43.57,2022-05-19,2027-04-30,Internal Master
ENT000386,ENT000537,Affiliate,38.45,2016-08-30,2026-12-21,ProviderB
ENT000075,ENT001420,Unknown,73.61,2022-09-26,2026-06-05,Internal Master
ENT002941,ENT000725,Subsidiary,40.22,2021-03-05,2024-10-03,ProviderB
ENT000602,ENT004290,Affiliate,105.33,2016-10-14,2028-04-29,Internal Master
ENT003934,ENT002883,Affiliate,17.43,2020-05-13,2024-11-02,Internal Master
ENT003620,ENT002391,Affiliate,96.46,2011-10-13,2025-11-05,ProviderA
ENT_UNKNOWN_44,ENT003276,Ultimate Parent,69.97,2013-05-09,2024-02-21,ProviderA
ENT003259,ENT001114,Affiliate,97.31,2011-08-02,2026-08-29,Internal Master
ENT004142,ENT001316,Affiliate,117.79,2012-01-16,2027-12-18,ProviderA
ENT001722,ENT001941,Unknown,74.24,2016-09-30,2028-07-12,ProviderB
ENT002241,ENT001761,Affiliate,126.71,2019-08-27,2027-01-29,ProviderB
ENT000393,ENT001629,Ultimate Parent,49.81,2022-05-27,2024-09-26,ProviderA
ENT001137,ENT003696,Parent,82.19,2017-01-14,2026-12-17,ProviderA
ENT001927,ENT002762,Unknown,95.17,2015-07-13,2028-12-16,ProviderB
ENT002726,ENT003581,Ultimate Parent,27.91,2022-09-20,2027-11-17,Internal Master
ENT000225,ENT000158,Ultimate Parent,80.15,2013-01-27,2028-01-06,ProviderA
ENT000767,ENT003933,Subsidiary,60.07,2013-02-12,2025-10-09,Internal Master
ENT000590,ENT000934,Parent,67.9,2016-10-28,2025-08-27,ProviderA
ENT002650,ENT002515,Affiliate,-2.06,2021-08-22,2025-06-28,ProviderA
ENT004673,ENT004623,Parent,68.29,2022-06-12,2025-11-16,Internal Master
ENT002119,ENT003900,Subsidiary,61.92,2023-06-11,2024-12-27,ProviderA
ENT000282,ENT003609,Affiliate,70.66,2016-10-02,2024-10-22,ProviderB
ENT002288,ENT003606,Parent,66.28,2010-12-05,2025-11-12,Internal Master
ENT002817,ENT001009,Unknown,96.15,2022-09-09,2026-09-28,Internal Master
ENT001522,ENT002704,Unknown,49.57,2016-11-10,2024-12-10,ProviderB
ENT002450,ENT000378,Ultimate Parent,-14.84,2019-09-19,2028-06-14,ProviderB
ENT003639,ENT003980,Ultimate Parent,64.63,2012-02-27,2024-07-04,ProviderA
ENT002722,ENT003577,Subsidiary,92.34,2019-03-19,2028-07-25,Internal Master
ENT004605,ENT002899,Subsidiary,6.51,2021-08-08,2028-02-27,ProviderB
ENT001341,ENT000911,Affiliate,73.04,2017-07-23,2025-02-16,Internal Master
ENT004966,ENT002202,Parent,85.22,2013-11-28,2025-06-02,Internal Master
ENT001136,ENT004200,Parent,110.75,2023-08-22,2027-02-15,ProviderB
